iteration,time,US-AK,US-AL,US-AR,US-AZ,US-CA,US-CO,US-CT,US-DC,US-DE,US-FL,US-GA,US-HI,US-IA,US-ID,US-IL,US-IN,US-KS,US-KY,US-LA,US-MA,US-MD,US-ME,US-MI,US-MN,US-MO,US-MS,US-MT,US-NC,US-ND,US-NE,US-NH,US-NJ,US-NM,US-NV,US-NY,US-OH,US-OK,US-OR,US-PA,US-RI,US-SC,US-SD,US-TN,US-TX,US-UT,US-VA,US-VT,US-WA,US-WI,US-WV,US-WY
1,2012-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.544373746901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2012-01-03 12:00:00,0.01715717326372863,0.017218583850851007,0.012565550903501694,0.1489915321415201,0.506826299412292,0.15595454794293417,4.360602915428845,0.05807079596118283,5.66866958052708E-5,0.41183829280792655,0.2707403830572904,0.06361192047614804,0.010350045875779026,0.012782849904088567,0.30205978248970256,0.03165007182460953,0.004889227513204607,0.015362094563228389,0.028938558208590745,2.492306583013291,0.06708398059422088,0.007558226107369439,0.12413913992222593,0.11167279073638348,0.0825500007664256,0.00811092139147083,0.008951774045915678,0.13243901696638102,0.004270397750663734,0.01485191430098095,0.012749782664868823,6.21328756947426,0.020468621077019866,0.15677650503211063,540.2187978686541,0.12019941456375961,0.02231566258200827,0.048930066262582915,12.894343896317626,0.01685956811075096,0.020284389315652736,0.004128681011150557,0.07386748852558496,0.3786198890660379,0.06699422665919587,0.10094955744655308,1.386997400025792,0.10302334573476257,0.03478673565916785,0.0023099828540647854,0.0030799771387530466
3,2012-01-04 12:00:00,0.0120312325387227,0.012159935192684932,0.008871713641117402,0.1044255115904746,0.356735791301969,0.10906746170979678,7.105678956200617,0.03980988483793707,4.007830277197445E-5,0.2889353265713339,0.18952601839814137,0.04426847535338947,0.007310039318507504,0.009011120690589304,0.2120099919026917,0.022342662303879976,0.0034549462092422533,0.010849094991935818,0.02042074822089878,3.980716025488769,0.04725049244111924,0.005334404043512107,0.08744179847524286,0.07841933564370364,0.058107471868739026,0.005729765714349961,0.006310366466177667,0.09317701378083863,0.0030132862656802673,0.010473456243726583,0.008986627541625068,10.02463223543262,0.014423163994095696,0.1082418083459672,367.719245276199,0.08471514734003345,0.01574728310286606,0.03444687262821583,20.921117026079656,0.011862815035542566,0.014319953212560974,0.0029143191970797244,0.05202347470652714,0.2662401270606532,0.04694144546035728,0.0710695573085173,2.262200137622563,0.07245935359371855,0.02454749111435891,0.0016326015631433787,0.002173568084784581
4,2012-01-05 12:00:00,0.016662102753855122,0.019365759328143307,0.012896250120201617,0.14363368606410795,0.4953291923028067,0.15032357793505016,8.043557627083954,0.05379707422726224,0.012759270226930748,0.39995800989847247,0.25995812745519287,0.06134983140953066,0.011433275951161063,0.012739864084285134,0.29138835767093413,0.03258692232793542,0.005585604530214905,0.015816867293540513,0.02904694317813437,4.566564505919384,0.14992499394960995,0.007408417381374226,0.12061403812871707,0.10751290597864323,0.08032308063016089,0.008205042679940974,0.008719563727588388,0.12850101304342887,0.004398756916033865,0.014620234283742753,0.026662315413291678,11.44364901365556,0.0206131185701865,0.1451991087783138,260.13188753138405,0.1826566293055112,0.022855242646407672,0.04790252361583637,23.679985995448455,0.033447987837703044,0.021578606877025078,0.004272708412501696,0.07211413810972443,0.3676733834216612,0.06522344948962853,0.09825694790234203,2.537978020025581,0.10024123281506662,0.03557627800710121,0.019485243410339175,0.0032716556182171646
5,2012-01-06 12:00:00,0.01323639765580548,0.01792996915756144,0.010900375753426861,0.11310151243565048,0.39604767296323573,0.11843068704784068,7.832583289393034,0.040611051805633486,0.034081288128796926,0.31767977852364776,0.2037709283964014,0.04843949078702552,0.01041258313059228,0.010419917248307426,0.22952451426012654,0.027638727922266217,0.005246162325405553,0.013415009665148924,0.023949386452544616,4.520621284155953,0.28012338694847416,0.005939837175534824,0.09573497993794017,0.08446407694138726,0.0638808556629671,0.006824273663827905,0.00694067126479642,0.10186162500100991,0.0037327759805445503,0.011783961470986228,0.048236653064091514,11.284698572859428,0.01706433601219796,0.1092895332229633,187.6230866581745,0.27018212533961383,0.019274889673282475,0.03837813277198638,23.043032685208626,0.05907369229846199,0.018939018131686768,0.003643972743417178,0.057574100166236035,0.2918053290155622,0.05197831504766604,0.07817109548542982,2.433705335695213,0.0797424273281058,0.029954386498069772,0.047684020016133116,0.0028668654471217586
6,2012-01-07 12:00:00,0.014278889552767857,0.021086312065252945,0.012195213654464689,0.12132455926626312,0.4283103402237859,0.12721630637334633,7.064683897966269,0.04306109090927109,0.0564568249839239,0.34258213624388656,0.21808202246564062,0.05222770793542996,0.012138614407359175,0.011426121747028754,0.24611444611441674,0.03126742903632567,0.006226143072551292,0.015193292906630903,0.026391371229955614,4.194292953114135,0.4338406050994658,0.00649331128629978,0.10322831823277899,0.09039814741514622,0.06884991086096742,0.007575737962777049,0.0074822262128003,0.10957341906926742,0.004183106138054476,0.012808062440224866,0.0741802633269724,10.38057329156482,0.01884607565388803,0.11470065741334291,136.79046687924972,0.39407647489603775,0.02152733642447226,0.04155468017999,20.798087969469023,0.0903029653791738,0.02164011512439933,0.004096717582501571,0.06219599942752797,0.3141999426107585,0.056193001665772326,0.08454629812312447,2.1501700599630906,0.08598526107135154,0.03342207888724807,0.07773971669939572,0.0032734902550509066
7,2012-01-08 12:00:00,0.011578591426876126,0.019609140979482017,0.01054497861424564,0.09737806719648456,0.3496038082012986,0.10221580353654013,6.083640224217378,0.0336661169558853,0.07439112153526006,0.27770647314405356,0.17420262888758936,0.042111496655574045,0.011151040516910337,0.009555372970328133,0.1975841247469764,0.02795159126675625,0.005871298488665511,0.013627760753153341,0.02226623611126852,3.7166839377860503,0.5426392033948361,0.005506924408070015,0.08420633528621611,0.07235813134699154,0.05587610081183103,0.006483070243930845,0.006081502174812209,0.08860008758713264,0.003622902904736239,0.01056117061669565,0.09229205611147515,9.127882121522152,0.01593522557180398,0.08757812194449768,100.26790546359744,0.46910186035585755,0.018551193792690754,0.03399282114809685,17.91661519015039,0.11176662685862586,0.019308722342615423,0.0035673825372653373,0.05069483266922474,0.2543918303604567,0.045705632276595826,0.06947477886943881,1.808001356769425,0.06979978171078906,0.02875694316548915,0.10105273129885456,0.002917511832840615
8,2012-01-09 12:00:00,0.01113928493636418,0.020057923154044473,0.010461679648288563,0.09319311092549318,0.337159771725808,0.09792966040523204,5.089482844974659,0.0326729697305929,0.08581752575035642,0.26708281305930853,0.16639996864592918,0.040466203987924845,0.011345609990810765,0.009324269164994332,0.18907446448281043,0.029067742068950974,0.0060595349369343705,0.014235869512347262,0.02182909981233434,3.2155957943734803,0.6155241435896288,0.005616363660412172,0.0818686723650118,0.06914117283282174,0.05374341287259519,0.006427825480355491,0.00585584139628766,0.0850705471684843,0.003590992638205468,0.01024703530047686,0.10461385460122619,7.818602317571409,0.015616600828645105,0.08216537843886772,73.78224089809788,0.5258855201535919,0.018356720711865896,0.032817145267827294,15.006799971357776,0.1264250751044614,0.01940155643667629,0.0035472083504506946,0.048864956645608526,0.24440536899916754,0.04402337965235023,0.06813961872552722,1.473699630696545,0.06714485980909976,0.028435491949686493,0.11572808269655337,0.0029306941898477163
9,2012-01-10 12:00:00,0.00903197753201348,0.01817159708206696,0.008996746772974419,0.07477767988072817,0.2750594680778208,0.07867783500871176,4.170561552807644,0.026589666550165116,0.09071648014023827,0.21646302415769827,0.13293707771515004,0.032638893704219,0.010190236862320361,0.007781267688015325,0.1517714259186087,0.026978918835331225,0.005564547521371838,0.013303027048781215,0.01837590153014099,2.7215189038485113,0.6378791055302134,0.005052999857431108,0.06780278785925442,0.05534573901672163,0.04361696784955877,0.0055157999024593625,0.004764264249187431,0.06880120184376583,0.003084277863296822,0.008458363017068602,0.10832801635589623,6.556429322047599,0.013138211245459278,0.06276538268648249,54.40621075004154,0.5372709779386166,0.01571647218321912,0.026828441729501225,12.309761130232294,0.13058012059689136,0.017063437622471825,0.003063361550013957,0.03983368884230164,0.19785120724855693,0.035773170917308444,0.05731495578656932,1.175550049454328,0.05449357840601495,0.024316978498552473,0.12129252123581669,0.0025758496862774314
10,2012-01-11 12:00:00,0.008154171593227745,0.017221073788881807,0.00835262824740504,0.0671563955394534,0.24892610777697002,0.07072838185877627,3.368805828642601,0.024933038568730494,0.09026589623720216,0.19535590601638392,0.11919976645455752,0.0294206708774841,0.009620302025623634,0.00711772438808896,0.13633983481721854,0.02699069862292855,0.005323541746257652,0.013393079017747469,0.016888483830814212,2.2751394984491045,0.6290452958636403,0.005035975954603588,0.0626690887924071,0.049654679756283876,0.039386959729855286,0.00514520474389391,0.004310719419634154,0.06204202394667333,0.0028553611609477758,0.007710898186361409,0.10692117378894238,5.423426032601225,0.01204542659748008,0.05531967412816789,40.20633288083085,0.5293350734065022,0.014541434389428847,0.02430295380959832,9.959388061263104,0.12867994781703299,0.015967323933998852,0.00284559712262791,0.036058635740274035,0.17842433020318998,0.03230978980141378,0.05373554488310381,0.9239664829207743,0.04920172503083143,0.02249184227828237,0.11985828698672801,0.0024101749591771845
